Summary Quite,edgar
http://www.nasdaq.com/symbol/ueps,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f08%2f25%2f0001062993-16-011301.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nete,http://www.nasdaq.com/symbol/nete
http://www.nasdaq.com/symbol/ntap,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f06%2f22%2f0001564590-16-020754.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntes,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f04%2f22%2f0001104659-16-113375.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/nflx,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f01%2f27%2f0001628280-17-000496.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntgr,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f24%2f0001122904-17-000073.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nlst,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f04%2f0001558370-16-003849.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntct,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f05%2f31%2f0001628280-16-016851.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntwk,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f15%2f0001493152-16-013366.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/cur,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f14%2f0001144204-16-087765.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nbix,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f14%2f0001193125-17-043838.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ndrm,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f31%2f0001144204-16-091700.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/nuro,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f09%2f0001144204-17-007088.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nurow,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f09%2f0001144204-17-007088.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nbev,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f04%2f07%2f0001079974-16-001104.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nymt,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f25%2f0001273685-16-000021.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nymto,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f25%2f0001273685-16-000021.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nymtp,http://secfilings.nasdaq.com/edgar_conv_html%2f2008%2f06%2f03%2f0001056404-08-001272.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nlnk,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001126234-16-000235.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nws,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f08%2f12%2f0001193125-16-679975.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nwsa,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f08%2f12%2f0001193125-16-679975.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/news,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f04%2f0001564590-16-014054.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/newt,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0001587987-16-000068.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/newtl,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0001587987-16-000068.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/newtz,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0001587987-16-000068.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxeo,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f12%2f08%2f0001628280-16-021898.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxeou,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f12%2f08%2f0001628280-16-021898.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxeow,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f12%2f08%2f0001628280-16-021898.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxst,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001564590-16-013630.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvet,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f02%2f0001564590-16-024880.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nfec,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f30%2f0001144204-16-091133.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/egov,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f22%2f0001157523-17-000579.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nice,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f23%2f0001178913-16-004793.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/nick,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f06%2f14%2f0001193125-16-620952.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ncbs,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f07%2f0001571049-16-012689.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nihd,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f03%2f0001037016-16-000065.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvls,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f13%2f0001558370-17-000560.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nmih,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f17%2f0001547903-17-000032.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nnbr,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0001193125-16-505292.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ndls,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f01%2f0001275158-16-000096.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ndsn,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f12%2f15%2f0001564590-16-030237.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nsys,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f22%2f0001047469-16-011421.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nbn,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f13%2f0001437749-16-038610.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntic,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f11%2f22%2f0001171843-16-013352.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntrs,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0000073124-16-000324.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntrsp,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0000073124-16-000324.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nfbk,http://secfilings.nasdaq.com/edgar_conv_html%2f2012%2f03%2f15%2f0001193125-12-117098.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nrim,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f11%2f0001163370-16-000051.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nwbi,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001471265-16-000006.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nwpx,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f04%2f0001437749-16-026859.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nclh,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001571049-16-012414.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nwfl,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0000946275-16-000239.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvfy,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f28%2f0001185185-16-004004.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvmi,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001178913-16-004563.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/nvdq,http://www.nasdaq.com/symbol/nvdq
http://www.nasdaq.com/symbol/novn,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f20%2f0001193125-16-713804.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/novt,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f02%2f0001564590-16-013893.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvax,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001144204-16-084770.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvln,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f25%2f0001193125-16-478534.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvcr,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f23%2f0001564590-17-002097.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvgn,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f10%2f27%2f0001193125-16-748662.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/nuan,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f11%2f22%2f0001002517-16-000088.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nmrx,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0001571049-16-013031.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntnx,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f28%2f0001193125-16-722284.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nutr,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f11%2f17%2f0001050007-16-000015.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ntri,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f29%2f0001564590-16-013605.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nuva,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f02%2f09%2f0001564590-17-001330.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvtr,http://www.nasdaq.com/symbol/nvtr
http://www.nasdaq.com/symbol/qqqx,http://www.nasdaq.com/symbol/qqqx
http://www.nasdaq.com/symbol/nvee,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f11%2f0001437749-16-027486.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvec,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f05%2f04%2f0000724910-16-000052.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nvda,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f17%2f0001045810-16-000205.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxpi,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f26%2f0001193125-16-481954.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/nxtm,http://secfilings.nasdaq.com/edgar_conv_html%2f2015%2f02%2f26%2f0001193125-15-064412.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxtd,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f04%2f14%2f0001213900-16-012575.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nxtdw,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f04%2f14%2f0001213900-16-012575.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/nymx,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f31%2f0001176256-16-000495.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/oiim,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f05%2f02%2f0001171843-16-009559.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/ovly,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f30%2f0001437749-16-028703.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/oasm,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f08%2f26%2f0001144204-16-121270.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/obln,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f26%2f0001193125-16-718971.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/obsv,http://secfilings.nasdaq.com/edgar_conv_html%2f2017%2f01%2f23%2f0001193125-17-015209.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/obci,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f30%2f0001213900-16-012017.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/optt,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f07%2f15%2f0001437749-16-035299.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/orig,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f31%2f0000919574-16-012232.html#FIS_COMPANY_INFORMATION
http://www.nasdaq.com/symbol/ocfc,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f15%2f0001193125-16-504899.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ocrx,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f11%2f0001274644-16-000107.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/oclr,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f08%2f26%2f0001628280-16-019264.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ofed,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f09%2f28%2f0001571049-16-018510.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/ocul,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f10%2f0001193125-16-499184.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/omex,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f03%2f30%2f0001193125-16-522498.html#FIS_BUSINESS
http://www.nasdaq.com/symbol/odp,http://secfilings.nasdaq.com/edgar_conv_html%2f2016%2f02%2f23%2f0001193125-16-472490.html#FIS_BUSINESS
